Hyperparameters
Source,dblpv7
Target,citationv1
Seed,1
Learning Rate,0.001
Weight Decay,0.002
Dropout,0.1
Encoder Dim,512
Label Rate,0.05
Expert Num,3
LLM,qwen2.5:7b

Epoch,Cls Loss,Gate Loss,Select Loss,High Quality Semi Loss,Total Loss,Source Acc,Target Acc,Macro F1,Micro F1
12,1.2405705451965332,0.00017143231525551528,0.2631354033946991,-0.582751989364624,1.4355614185333252,0.34881603717803955,0.26121991872787476,0.08670090373204337,0.2612199216564074
13,1.1982961893081665,0.00016232662892434746,0.18490594625473022,-0.5972241163253784,1.3076130151748657,0.3652094602584839,0.26245105266571045,0.09005481443720274,0.26245103525461666
14,1.166326642036438,0.00013588543515652418,0.15645888447761536,-0.5899993777275085,1.2424825429916382,0.3779599368572235,0.2630106508731842,0.09341953239636462,0.2630106323447118
15,1.1163010597229004,5.3478783229365945e-05,0.22757655382156372,-0.5502157807350159,1.262752652168274,0.3961748480796814,0.26312255859375,0.09625593203331585,0.26312255176273086
16,1.0520660877227783,3.9303049561567605e-05,0.19912947714328766,-0.5216348171234131,1.1688698530197144,0.4581056535243988,0.265360951423645,0.10191439708423103,0.26536094012311134
17,1.0089149475097656,9.36405558604747e-05,0.1777941882610321,-0.520149827003479,1.1005051136016846,0.5519125461578369,0.26737549901008606,0.10923407257568726,0.26737548964745383
18,0.9564217925071716,0.00014293061394710094,0.1777941882610321,-0.5171738266944885,1.0433270931243896,0.6156648397445679,0.2692781388759613,0.11631538998008033,0.2692781197537773
19,0.8862758874893188,8.370784780709073e-05,0.19912947714328766,-0.5651434063911438,0.9815585613250732,0.6448087096214294,0.27118074893951416,0.12131786207459942,0.2711807498601007
20,0.8131794333457947,7.501822256017476e-05,0.20624126493930817,-0.6413712501525879,0.8978062868118286,0.6666666865348816,0.27274763584136963,0.12619793378540187,0.2727476217123671
21,0.7693761587142944,8.404477557633072e-05,0.20624123513698578,-0.7392507195472717,0.8321607708930969,0.6848816275596619,0.27487409114837646,0.131864329240399,0.2748740906547286
22,0.7349099516868591,1.9418017473071814e-05,0.20624123513698578,-0.816368043422699,0.7763402462005615,0.7030965089797974,0.2753217816352844,0.13916302229926086,0.2753217683268047
23,0.6508106589317322,0.00011383214587112889,0.19912947714328766,-0.8918680548667908,0.6637157797813416,0.7040072679519653,0.2659205496311188,0.14960264500921747,0.26592053721320646
24,0.5776851177215576,3.735507925739512e-05,0.19201771914958954,-0.9613494873046875,0.5612833499908447,0.7040072679519653,0.26357024908065796,0.1518691192401147,0.26357022943480696
25,0.5892151594161987,4.818980232812464e-05,0.18490594625473022,-1.0210561752319336,0.5423776507377625,0.7122039794921875,0.2627868056297302,0.15594266701540377,0.26278679350867373
26,0.5236515998840332,0.000175626075360924,0.20624123513698578,-1.073451042175293,0.4748949110507965,0.7112932801246643,0.2632344663143158,0.15102911803165683,0.2632344711807499
27,0.4948469400405884,6.05295026616659e-05,0.18490596115589142,-1.113826036453247,0.40261921286582947,0.7085610032081604,0.27655288577079773,0.14707127313032736,0.276552881925014
28,0.5156702995300293,2.9009092031628825e-05,0.1351235806941986,-1.1476881504058838,0.35416996479034424,0.7103825211524963,0.2778959274291992,0.1390241569455976,0.27789591494124233
29,0.4482574760913849,6.13013980910182e-06,0.18490594625473022,-1.162706732749939,0.3210189938545227,0.7076502442359924,0.2772243916988373,0.13554704164137726,0.2772243984331281
30,0.39899030327796936,4.114803596166894e-05,0.15645888447761536,-1.1588844060897827,0.23292553424835205,0.7158470153808594,0.2792389392852783,0.14049850269617142,0.2792389479574706
31,0.42667433619499207,1.2901628906547558e-05,0.1706824004650116,-1.179262638092041,0.25846466422080994,0.7231329679489136,0.28270846605300903,0.15711627730730923,0.2827084499160604
32,0.4151321053504944,3.386741809663363e-05,0.1351235806941986,-1.2572391033172607,0.18038037419319153,0.7213114500045776,0.2818131148815155,0.17818728594227856,0.28181309457190823
33,0.37343630194664,7.195815851446241e-05,0.14934711158275604,-1.2980196475982666,0.12932735681533813,0.7249544858932495,0.27733632922172546,0.18233535293992728,0.27733631785114715
34,0.3942197263240814,8.110404451144859e-05,0.1280118077993393,-1.3021353483200073,0.11525511741638184,0.7304189205169678,0.28013432025909424,0.18596968176985404,0.2801343033016228
35,0.37290725111961365,9.457753913011402e-05,0.16357062757015228,-1.3020720481872559,0.11779460310935974,0.7295082211494446,0.28651371598243713,0.1835831024373594,0.28651371012870736
36,0.3123149275779724,1.4766049389436375e-05,0.14934711158275604,-1.2958414554595947,0.029953300952911377,0.7258651852607727,0.2859541177749634,0.17399324153761356,0.2859541130386122
37,0.3001490831375122,1.8244179955217987e-05,0.14934709668159485,-1.3013304471969604,0.0028709471225738525,0.7258651852607727,0.2843872606754303,0.1660990477203595,0.28438724118634584
38,0.3300129473209381,7.91826969361864e-05,0.18490594625473022,-1.3052864074707031,0.05459722876548767,0.7295082211494446,0.2853945195674896,0.16884765701632085,0.28539451594851706
39,0.34505346417427063,7.357182767009363e-05,0.18490596115589142,-1.304276466369629,0.05619475245475769,0.7313296794891357,0.2869614064693451,0.17593191933771146,0.28696138780078345
40,0.28672897815704346,5.753752702730708e-05,0.1777941733598709,-1.3126384019851685,-0.02454093098640442,0.7358834147453308,0.2797985374927521,0.18024234048759538,0.27979854504756574
41,0.3212963342666626,0.00012873129162471741,0.14223535358905792,-1.3223994970321655,-0.04081392288208008,0.7377049326896667,0.27118074893951416,0.18095861104834352,0.2711807498601007
42,0.2713412046432495,3.191846553818323e-05,0.16357067227363586,-1.3218902349472046,-0.08338981866836548,0.7404371500015259,0.27621713280677795,0.1889675124501156,0.2762171236709569
43,0.2642741799354553,5.31291589140892e-05,0.09245297312736511,-1.3265315294265747,-0.17636150121688843,0.7422586679458618,0.28382766246795654,0.19310236529118358,0.2838276440962507
44,0.25298911333084106,0.00011731707490980625,0.1351235806941986,-1.3327733278274536,-0.15926510095596313,0.743169367313385,0.2871852219104767,0.1933610148831466,0.2871852266368215
45,0.248256653547287,1.6123645991683588e-06,0.12090004980564117,-1.3377894163131714,-0.19559115171432495,0.751366138458252,0.2945719063282013,0.19630310033301518,0.2945719082260772
46,0.262462317943573,1.4841141819488257e-05,0.1280118077993393,-1.349066972732544,-0.19080567359924316,0.755919873714447,0.29871293902397156,0.19878190391002426,0.2987129266927812
47,0.2382008284330368,3.244995605200529e-05,0.14223533868789673,-1.3570581674575806,-0.2167794108390808,0.755009114742279,0.2942361533641815,0.18960066871681028,0.29423614997202013
48,0.2658257782459259,6.353231583489105e-05,0.1351235806941986,-1.3544343709945679,-0.20715802907943726,0.750455379486084,0.2923335134983063,0.1859511654514928,0.2923335198656967
49,0.23257730901241302,4.4855358282802626e-05,0.1777941882610321,-1.3417414426803589,-0.20790338516235352,0.750455379486084,0.28628987073898315,0.18823536662748988,0.28628987129266925
50,0.25104737281799316,5.183747271075845e-05,0.14223533868789673,-1.3374578952789307,-0.2361893355846405,0.751366138458252,0.2833799719810486,0.1924011620862735,0.28337996642417457
51,0.23840348422527313,3.21924926538486e-05,0.10667651146650314,-1.332141637802124,-0.2956372797489166,0.755009114742279,0.28259652853012085,0.20113999943280564,0.2825965304980414
52,0.2287377119064331,5.9343507018638775e-05,0.2631354033946991,-1.352386236190796,-0.16956663131713867,0.7595628499984741,0.2792389392852783,0.21118387545817505,0.2792389479574706
53,0.23415182530879974,8.757919567869976e-05,0.28447067737579346,-1.3712059259414673,-0.1632535457611084,0.7604736089706421,0.28393957018852234,0.21480327306248315,0.28393956351426974
54,0.20638440549373627,1.7575983292772435e-05,0.27735891938209534,-1.3739327192306519,-0.21316027641296387,0.7622950673103333,0.290878564119339,0.21682118495621688,0.29087856743144935
55,0.22994741797447205,7.478850602637976e-05,0.1777941882610321,-1.3707484006881714,-0.3006477952003479,0.7622950673103333,0.3006155490875244,0.21684397517915163,0.3006155567991046
56,0.2129497230052948,5.715649967896752e-05,0.11378827691078186,-1.3486872911453247,-0.3874664902687073,0.7641165852546692,0.30027979612350464,0.20670371705486662,0.30027979854504755
57,0.1982780545949936,7.557932258350775e-05,0.2133529931306839,-1.358828067779541,-0.3198828101158142,0.7604736089706421,0.2986010015010834,0.20481204505878625,0.2986010072747622
58,0.22076909244060516,7.662551797693595e-05,0.19912947714328766,-1.3702392578125,-0.33187535405158997,0.7632058262825012,0.2954672574996948,0.20556178056134478,0.29546726357022945
59,0.2556777000427246,2.1489113350980915e-05,0.19201770424842834,-1.3782939910888672,-0.32174837589263916,0.7613843083381653,0.2941242456436157,0.20407687415477982,0.2941242305540011
60,0.20705591142177582,1.1594848729146179e-05,0.18490594625473022,-1.3861757516860962,-0.3959153890609741,0.7632058262825012,0.2970341444015503,0.20501155825384826,0.2970341354224958
61,0.21988937258720398,6.657737685600296e-05,0.2133529931306839,-1.3810597658157349,-0.3673306107521057,0.7613843083381653,0.2981533408164978,0.21100780633722405,0.2981533296026861
62,0.23436471819877625,2.823532668116968e-05,0.19912947714328766,-1.3865693807601929,-0.3815140426158905,0.7604736089706421,0.293116956949234,0.21579005317568556,0.2931169557918299
63,0.23226098716259003,2.399667391728144e-05,0.2204647809267044,-1.3939576148986816,-0.3785642683506012,0.7613843083381653,0.2859541177749634,0.21508650390961548,0.2859541130386122
64,0.1735319197177887,6.112772825872526e-05,0.15645888447761536,-1.4141948223114014,-0.5273616313934326,0.7632058262825012,0.278455525636673,0.20653722440296582,0.27845551203133745
65,0.2089674174785614,9.238121856469661e-05,0.1351235806941986,-1.4260655641555786,-0.5337898135185242,0.7595628499984741,0.2817011773586273,0.19999937276159857,0.2817011751538892
66,0.2119537740945816,0.00014568676124326885,0.09956473857164383,-1.418156385421753,-0.5749090909957886,0.7604736089706421,0.2868494689464569,0.1927177120815538,0.2868494683827644
67,0.18046173453330994,1.3225425391283352e-05,0.07822944223880768,-1.414442539215088,-0.6408119797706604,0.7604736089706421,0.28774482011795044,0.19136797570766428,0.2877448237269166
68,0.20730043947696686,3.5216842661611736e-05,0.10667651146650314,-1.39159095287323,-0.5881384611129761,0.7659380435943604,0.28864017128944397,0.20689773981472012,0.2886401790710688
69,0.18403400480747223,2.8245489374967292e-05,0.0853412002325058,-1.3903052806854248,-0.6451555490493774,0.7668488025665283,0.2856183648109436,0.22356700156004647,0.2856183547845551
70,0.19417166709899902,1.2643507034226786e-05,0.1706824004650116,-1.4249553680419922,-0.5811442136764526,0.7659380435943604,0.28405147790908813,0.22659195380671276,0.28405148293228877
71,0.20913460850715637,7.35674038878642e-05,0.18490593135356903,-1.4422255754470825,-0.5780525207519531,0.7668488025665283,0.28248462080955505,0.2214186772790824,0.2824846110800224
72,0.18205152451992035,5.244300700724125e-05,0.1706824004650116,-1.4486565589904785,-0.636774480342865,0.7659380435943604,0.2821488678455353,0.21131604721843006,0.2821488528259653
73,0.22187668085098267,8.81935193319805e-05,0.15645886957645416,-1.4414470195770264,-0.6214956045150757,0.7677595615386963,0.29009515047073364,0.2092086679066106,0.2900951315053162
74,0.19687460362911224,9.680238872533664e-05,0.16357064247131348,-1.4408148527145386,-0.6530745029449463,0.7650273442268372,0.28875210881233215,0.19880553072472057,0.28875209848908784
75,0.2307419627904892,3.712799298227765e-05,0.1280118077993393,-1.4230204820632935,-0.6594548225402832,0.7650273442268372,0.2915500998497009,0.19473755072385188,0.2915500839395635
76,0.1754389852285385,3.3744268876034766e-05,0.15645888447761536,-1.4154706001281738,-0.6959402561187744,0.7632058262825012,0.293340802192688,0.20400386854394204,0.29334079462786794
77,0.1532694399356842,0.0001357625296805054,0.2204647809267044,-1.4228607416152954,-0.6724855899810791,0.7641165852546692,0.28114157915115356,0.2035073324038915,0.2811415780637941
78,0.16946600377559662,2.5296491003246047e-05,0.12090003490447998,-1.438407301902771,-0.7811214923858643,0.7641165852546692,0.27733632922172546,0.20884924068547422,0.27733631785114715
79,0.19712010025978088,6.483592005679384e-05,0.1280118077993393,-1.4564400911331177,-0.7738239765167236,0.7632058262825012,0.28662562370300293,0.21890931656920629,0.2866256295467264
80,0.1734040528535843,1.536454146844335e-05,0.12090004980564117,-1.462300419807434,-0.821134626865387,0.7622950673103333,0.29647454619407654,0.21698012514451195,0.29647453833240067
81,0.2055158168077469,1.2419013728504069e-05,0.14934711158275604,-1.4574661254882812,-0.7712149620056152,0.7622950673103333,0.2968102991580963,0.21711498647254485,0.29681029658645774
82,0.18578550219535828,8.67742801347049e-06,0.10667651891708374,-1.438589334487915,-0.8360800743103027,0.7595628499984741,0.29266929626464844,0.21673527013357577,0.2926692781197538
83,0.16652554273605347,0.00013101252261549234,0.1777941882610321,-1.4464234113693237,-0.7981152534484863,0.7604736089706421,0.2867375612258911,0.22229033843512772,0.2867375489647454
84,0.15340696275234222,6.333777946565533e-06,0.17068243026733398,-1.454084038734436,-0.8388588428497314,0.7613843083381653,0.2754336893558502,0.2034118809114629,0.27543368774482374
85,0.16240635514259338,7.975566404638812e-05,0.1777941882610321,-1.468497395515442,-0.8435503244400024,0.7586520910263062,0.2766647934913635,0.1998471244439318,0.276664801343033
86,0.30013465881347656,4.591366450767964e-05,0.1351235806941986,-1.4740800857543945,-0.774764895439148,0.7622950673103333,0.293116956949234,0.20378756889405233,0.2931169557918299
87,0.2047911137342453,1.0977116289723199e-05,0.15645888447761536,-1.4619767665863037,-0.8554754257202148,0.7604736089706421,0.2969222366809845,0.21139079286645038,0.29692221600447677
88,0.19951105117797852,1.191522733279271e-05,0.24180006980895996,-1.4424517154693604,-0.7735589742660522,0.7622950673103333,0.2895355522632599,0.22204986215023217,0.28953553441522106
89,0.17971163988113403,9.378130926052108e-06,0.19912947714328766,-1.4351201057434082,-0.8435678482055664,0.7613843083381653,0.2855064272880554,0.226371429541229,0.2855064353665361
90,0.1938754767179489,2.1103585822856985e-05,0.24180006980895996,-1.4461148977279663,-0.8086187243461609,0.7613843083381653,0.2844991683959961,0.22808896598085743,0.28449916060436486
91,0.19392044842243195,8.152081136358902e-05,0.2702471613883972,-1.4659432172775269,-0.8067559003829956,0.7641165852546692,0.2878567576408386,0.23124147783640475,0.28785674314493565
92,0.20034006237983704,2.8583201128640212e-05,0.2631354033946991,-1.4751546382904053,-0.8327285051345825,0.7641165852546692,0.2859541177749634,0.22557101584643346,0.2859541130386122
93,0.16208955645561218,2.7799536837846972e-05,0.2631354033946991,-1.4852911233901978,-0.8928166627883911,0.7622950673103333,0.27856743335723877,0.21171686538696433,0.2785674314493565
94,0.1774514615535736,5.9893343859585e-05,0.2204647809267044,-1.4678140878677368,-0.9216229915618896,0.7650273442268372,0.2859541177749634,0.20581280072879898,0.2859541130386122
95,0.20979778468608856,1.3757977285422385e-05,0.24891185760498047,-1.458216905593872,-0.8693734407424927,0.7595628499984741,0.28617796301841736,0.19644759876505125,0.2861779518746502
96,0.23647888004779816,2.4061324438662268e-05,0.19201771914958954,-1.455595850944519,-0.9111442565917969,0.7650273442268372,0.28528261184692383,0.19749011667645017,0.28528259653049803
97,0.18142345547676086,9.3520873633679e-05,0.16357064247131348,-1.4241966009140015,-0.9866026639938354,0.7668488025665283,0.2721880376338959,0.2005397865025019,0.272188024622272
98,0.18238848447799683,1.658178553043399e-05,0.18490594625473022,-1.4380075931549072,-0.9827765226364136,0.7650273442268372,0.26401790976524353,0.20417756863778536,0.26401790710688305
99,0.2223493754863739,0.00010828140511875972,0.20624126493930817,-1.4861736297607422,-0.9685041904449463,0.7632058262825012,0.26860660314559937,0.21657757086750423,0.2686066032456631
100,0.19115488231182098,4.160043681622483e-05,0.2133529931306839,-1.4897184371948242,-1.018154263496399,0.7604736089706421,0.27890318632125854,0.22938015119814947,0.27890318970341355
101,0.19947978854179382,1.936447915795725e-05,0.18490594625473022,-1.4851813316345215,-1.0537246465682983,0.7641165852546692,0.2880805730819702,0.23129234250934605,0.2880805819809737
102,0.22447066009044647,2.4374796339543536e-05,0.20624126493930817,-1.4939980506896973,-1.0289231538772583,0.7595628499984741,0.2883044183254242,0.22261408093787827,0.28830442081701174
103,0.24502037465572357,2.507656790839974e-05,0.16357062757015228,-1.4943180084228516,-1.0596897602081299,0.7586520910263062,0.29132625460624695,0.22151040565368735,0.29132624510352545
104,0.1514887511730194,4.244748197379522e-05,0.19912947714328766,-1.475877046585083,-1.116760492324829,0.7613843083381653,0.2922216057777405,0.2192739326733269,0.2922216004476777
105,0.15576057136058807,6.289450539043173e-05,0.2133529931306839,-1.4661386013031006,-1.1100823879241943,0.7650273442268372,0.2885282635688782,0.2173271131871906,0.2885282596530498
106,0.1701277792453766,1.4208489119482692e-05,0.2631354033946991,-1.4525423049926758,-1.053939700126648,0.7659380435943604,0.27274763584136963,0.20846075035447584,0.2727476217123671
107,0.2224201261997223,3.986842420999892e-05,0.22757655382156372,-1.4764995574951172,-1.0592126846313477,0.7641165852546692,0.2718522846698761,0.2093166176832198,0.2718522663682149
108,0.20770351588726044,2.792803024931345e-05,0.2204647809267044,-1.4794306755065918,-1.0966851711273193,0.7668488025665283,0.27409064769744873,0.21241659876282312,0.2740906547285954
109,0.14335495233535767,3.447009657975286e-05,0.24891185760498047,-1.4816410541534424,-1.1601014137268066,0.7659380435943604,0.280693918466568,0.21817106780661785,0.280693900391718
110,0.15447653830051422,2.1628817194141448e-05,0.23468832671642303,-1.4816854000091553,-1.180202841758728,0.7622950673103333,0.2895355522632599,0.2226603448857647,0.28953553441522106
111,0.1434386521577835,1.658775181567762e-05,0.24891185760498047,-1.4821330308914185,-1.1893044710159302,0.7641165852546692,0.2930050492286682,0.22649714875836632,0.29300503637381087
112,0.1481265276670456,0.00010295589891029522,0.24180006980895996,-1.484002709388733,-1.2060307264328003,0.7632058262825012,0.29266929626464844,0.22538840987294315,0.2926692781197538
113,0.15735739469528198,1.4181779988575727e-05,0.23468832671642303,-1.4804701805114746,-1.2151546478271484,0.7622950673103333,0.2923335134983063,0.2232449661850832,0.2923335198656967
114,0.17293602228164673,6.51391310384497e-05,0.2915824353694916,-1.4931033849716187,-1.1703135967254639,0.7641165852546692,0.2905428111553192,0.2221035740089266,0.2905428091773923
115,0.13040892779827118,7.146457210183144e-05,0.24180009961128235,-1.4782780408859253,-1.2646757364273071,0.7622950673103333,0.28517067432403564,0.22038360809949534,0.285170677112479
116,0.1572452187538147,1.1682972399285063e-05,0.2204647809267044,-1.4805322885513306,-1.2755415439605713,0.7622950673103333,0.2794627845287323,0.22066144707030352,0.27946278679350867
117,0.1401885747909546,7.045917300274596e-05,0.24891185760498047,-1.4923179149627686,-1.2854260206222534,0.7613843083381653,0.27364298701286316,0.21919701032022423,0.2736429770565193
118,0.1656171679496765,1.4122063475952018e-05,0.23468832671642303,-1.4854546785354614,-1.2872085571289062,0.7595628499984741,0.2730833888053894,0.21942700121382258,0.2730833799664242
119,0.13914340734481812,2.9422890293062665e-05,0.2204647809267044,-1.4934892654418945,-1.347029209136963,0.7604736089706421,0.2758813798427582,0.22178454223319172,0.27588136541689984
120,0.15835009515285492,1.3951624168839771e-05,0.1777941882610321,-1.4854240417480469,-1.3836984634399414,0.7632058262825012,0.28517067432403564,0.2192531784801582,0.285170677112479
121,0.1316109299659729,1.5911149603198282e-05,0.2133530229330063,-1.4875839948654175,-1.3928629159927368,0.7641165852546692,0.29009515047073364,0.21991966351240083,0.2900951315053162
122,0.1670459508895874,2.7156884243595414e-05,0.15645888447761536,-1.4962953329086304,-1.4366796016693115,0.7650273442268372,0.28875210881233215,0.21995831053253484,0.28875209848908784
123,0.14108364284038544,3.37638302880805e-05,0.14934711158275604,-1.4896692037582397,-1.477686882019043,,,,
